Period,FDCP,Gross Salary
2017-01-31,48568|2|3|15851,2813.27
2017-01-31,48568|2|3|15853,2825.77
2017-01-31,48568|2|3|15856,1756.09
2017-01-31,48568|2|3|1586,2813.27
2017-01-31,48568|2|3|15862,1480.2
2017-01-31,48568|2|3|15872,0.0
2017-01-31,48568|2|3|15874,2191.99
2017-01-31,48568|2|3|15877,495.34
2017-01-31,48568|2|3|15880,2451.79
2017-01-31,48568|2|3|15881,2813.27
2017-01-31,48568|2|3|15884,2444.34
2017-01-31,48568|2|3|15886,2913.27
2017-01-31,48568|2|3|15894,2666.53
2017-01-31,48568|2|3|15901,2813.27
2017-01-31,48568|2|3|15904,2813.27
2017-01-31,48568|2|3|15910,2925.77
2017-01-31,48568|2|3|15928,2249.1
2017-01-31,48568|2|3|15930,0.0
2017-01-31,48568|2|3|15954,2815.5
2017-01-31,48568|2|3|15963,2547.63
2017-01-31,48568|2|3|16162,2111.87
2017-01-31,48568|2|3|1627,2179.49
2017-01-31,48568|2|3|1652,2825.77
2017-01-31,48568|2|3|166,2813.27
2017-01-31,48568|2|3|16653,0.0
2017-01-31,48568|2|3|16865,2696.19
2017-01-31,48568|2|3|17163,1783.96
2017-01-31,48568|2|3|17170,1752.0
2017-01-31,48568|2|3|172,2250.61
2017-01-31,48568|2|3|1724,2833.48
2017-01-31,48568|2|3|1727,2323.35
2017-01-31,48568|2|3|1729,3718.75
2017-01-31,48568|2|3|17316,2706.83
2017-01-31,48568|2|3|17324,2690.59
2017-01-31,48568|2|3|174,1153.22
2017-01-31,48568|2|3|17631,1419.06
2017-01-31,48568|2|3|177,2813.27
2017-01-31,48568|2|3|1781,2343.11
2017-01-31,48568|2|3|182,1406.61
2017-01-31,48568|2|3|18314,0.0
2017-01-31,48568|2|3|185,2446.63
2017-01-31,48568|2|3|18689,1732.5
2017-01-31,48568|2|3|18775,2236.85
2017-01-31,48568|2|3|18922,1126.29
2017-01-31,48568|2|3|19164,2599.98
2017-01-31,48568|2|3|19172,1741.23
2017-01-31,48568|2|3|19382,0.0
2017-01-31,48568|2|3|195,2813.27
2017-01-31,48568|2|3|19614,2323.24
2017-01-31,48568|2|3|20299,2671.19
2017-01-31,48568|2|3|20354,2635.56
2017-01-31,48568|2|3|20371,1932.0
2017-01-31,48568|2|3|20517,0.0
2017-01-31,48568|2|3|20525,2635.56
2017-01-31,48568|2|3|20617,2022.05
2017-01-31,48568|2|3|2077,2925.77
2017-01-31,48568|2|3|212,2263.09
2017-01-31,48568|2|3|2142,2813.27
2017-01-31,48568|2|3|2146,2406.25
2017-01-31,48568|2|3|21538,2089.47
2017-01-31,48568|2|3|2166,2017.21
2017-01-31,48568|2|3|2189,2410.07
2017-01-31,48568|2|3|21924,2089.47
2017-01-31,48568|2|3|21959,2089.47
2017-01-31,48568|2|3|21960,2671.19
2017-01-31,48568|2|3|21961,0.0
2017-01-31,48568|2|3|21962,1573.62
2017-01-31,48568|2|3|21965,2229.49
2017-01-31,48568|2|3|21966,2179.49
2017-01-31,48568|2|3|21967,2813.27
2017-01-31,48568|2|3|21968,0.0
2017-01-31,48568|2|3|21970,2619.37
2017-01-31,48568|2|3|21971,2813.27
2017-01-31,48568|2|3|21972,2813.27
2017-01-31,48568|2|3|21973,2351.17
2017-01-31,48568|2|3|22008,2044.45
2017-01-31,48568|2|3|2232,0.0
2017-01-31,48568|2|3|23080,1555.42
2017-01-31,48568|2|3|2331,2777.99
2017-01-31,48568|2|3|2347,2374.37
2017-01-31,48568|2|3|23574,1521.37
2017-01-31,48568|2|3|23612,2754.65
2017-01-31,48568|2|3|23613,2156.96
2017-01-31,48568|2|3|2369,2361.31
2017-01-31,48568|2|3|23904,2735.56
2017-01-31,48568|2|3|23907,2564.54
2017-01-31,48568|2|3|2431,2420.75
2017-01-31,48568|2|3|2455,1162.14
2017-01-31,48568|2|3|24681,2492.27
2017-01-31,48568|2|3|2473,2665.36
2017-01-31,48568|2|3|25326,2213.72
2017-01-31,48568|2|3|25431,1999.27
2017-01-31,48568|2|3|2548,2179.49
2017-01-31,48568|2|3|25878,1313.28
2017-01-31,48568|2|3|26238,2152.67
2017-01-31,48568|2|3|26345,2646.57
2017-01-31,48568|2|3|26488,1976.89
2017-01-31,48568|2|3|26580,1906.06
2017-01-31,48568|2|3|2667,2813.27
2017-01-31,48568|2|3|27749,1699.54
2017-01-31,48568|2|3|28685,1957.07
2017-01-31,48568|2|3|29002,2158.94
2017-01-31,48568|2|3|30399,800.48
2017-01-31,48568|2|3|3199,0.0
2017-01-31,48568|2|3|32641,0.0
2017-01-31,48568|2|3|32763,0.0
2017-01-31,48568|2|3|3288,2813.27
2017-01-31,48568|2|3|3319,4440.0
2017-01-31,48568|2|3|3353,1753.25
2017-01-31,48568|2|3|33622,0.0
2017-01-31,48568|2|3|34849,1800.32
2017-01-31,48568|2|3|3521,1293.91
2017-01-31,48568|2|3|3524,0.0
2017-01-31,48568|2|3|3533,1488.49
2017-01-31,48568|2|3|35429,0.0
2017-01-31,48568|2|3|35567,1970.49
2017-01-31,48568|2|3|35568,1785.46
2017-01-31,48568|2|3|36008,0.0
2017-01-31,48568|2|3|36141,0.0
2017-01-31,48568|2|3|36338,2530.14
2017-01-31,48568|2|3|36339,1778.34
2017-01-31,48568|2|3|3950,2527.41
2017-01-31,48568|2|3|4054,2513.5
2017-01-31,48568|2|3|4231,2813.27
2017-01-31,48568|2|3|4234,2441.43
2017-01-31,48568|2|3|440,2055.1
2017-01-31,48568|2|3|442,2090.1
2017-01-31,48568|2|3|4649,0.0
2017-01-31,48568|2|3|482,0.0
2017-01-31,48568|2|3|4837,2838.27
2017-01-31,48568|2|3|4838,2206.0099999999998
2017-01-31,48568|2|3|4840,2813.27
2017-01-31,48568|2|3|4843,12.5
2017-01-31,48568|2|3|4845,2813.27
2017-01-31,48568|2|3|4846,2634.04
2017-01-31,48568|2|3|4851,2813.27
2017-01-31,48568|2|3|4858,2914.42
2017-01-31,48568|2|3|4859,1868.22
2017-01-31,48568|2|3|4865,2029.86
2017-01-31,48568|2|3|4867,2332.64
2017-01-31,48568|2|3|4870,2813.27
2017-01-31,48568|2|3|4880,2430.02
2017-01-31,48568|2|3|4881,2661.88
2017-01-31,48568|2|3|4882,0.0
2017-01-31,48568|2|3|4883,2179.49
2017-01-31,48568|2|3|4889,2814.28
2017-01-31,48568|2|3|4894,1058.93
2017-01-31,48568|2|3|4896,0.0
2017-01-31,48568|2|3|4897,2813.27
2017-01-31,48568|2|3|4898,2221.34
2017-01-31,48568|2|3|4901,0.0
2017-01-31,48568|2|3|4904,1627.49
2017-01-31,48568|2|3|4905,0.0
2017-01-31,48568|2|3|4906,2813.27
2017-01-31,48568|2|3|4908,2179.49
2017-01-31,48568|2|3|4914,2813.27
2017-01-31,48568|2|3|4919,0.0
2017-01-31,48568|2|3|4921,2944.78
2017-01-31,48568|2|3|4922,2179.47
2017-01-31,48568|2|3|4923,2453.93
2017-01-31,48568|2|3|4926,2759.27
2017-01-31,48568|2|3|4929,1350.85
2017-01-31,48568|2|3|4931,2145.51
2017-01-31,48568|2|3|5071,2504.21
2017-01-31,48568|2|3|5217,2559.88
2017-01-31,48568|2|3|5456,2698.97
2017-01-31,48568|2|3|5468,2379.49
2017-01-31,48568|2|3|5477,2813.27
2017-01-31,48568|2|3|5526,1721.67
2017-01-31,48568|2|3|5614,0.0
2017-01-31,48568|2|3|5919,0.0
2017-01-31,48568|2|3|5954,2362.27
2017-01-31,48568|2|3|6038,2411.48
2017-01-31,48568|2|3|6115,2813.27
2017-01-31,48568|2|3|6148,2465.71
2017-01-31,48568|2|3|617,2754.63
2017-01-31,48568|2|3|6220,2327.9900000000002
2017-01-31,48568|2|3|6244,2253.8
2017-01-31,48568|2|3|63,1978.93
2017-01-31,48568|2|3|6438,2123.26
2017-01-31,48568|2|3|66,4022.78
2017-01-31,48568|2|3|6640,2179.49
2017-01-31,48568|2|3|68,2847.46
2017-01-31,48568|2|3|7870,2250.62
2017-01-31,48568|2|3|790,1928.16
2017-01-31,48568|2|3|8128,0.0
2017-01-31,48568|2|3|8134,2179.49
2017-01-31,48568|2|3|8153,1535.11
2017-01-31,48568|2|3|8156,2813.27
2017-01-31,48568|2|3|8162,2813.27
2017-01-31,48568|2|3|8164,2813.27
2017-01-31,48568|2|3|8170,0.0
2017-01-31,48568|2|3|8172,1318.53
2017-01-31,48568|2|3|8173,2925.77
2017-01-31,48568|2|3|8183,1873.54
2017-01-31,48568|2|3|8185,2145.51
2017-01-31,48568|2|3|8187,1550.24
2017-01-31,48568|2|3|8203,1864.61
2017-01-31,48568|2|3|8206,91885.58
2017-01-31,48568|2|3|8207,2813.27
2017-01-31,48568|2|3|8208,2813.27
2017-01-31,48568|2|3|8217,1221.53
2017-01-31,48568|2|3|8218,2813.27
2017-01-31,48568|2|3|8219,3329.28
2017-01-31,48568|2|3|8220,2646.59
2017-01-31,48568|2|3|8229,1799.99
2017-01-31,48568|2|3|8231,2813.27
2017-01-31,48568|2|3|8233,2813.27
2017-01-31,48568|2|3|8234,2825.77
2017-01-31,48568|2|3|8238,2450.62
2017-01-31,48568|2|3|8244,1465.43
2017-01-31,48568|2|3|8254,2037.08
2017-01-31,48568|2|3|8255,2813.27
2017-01-31,48568|2|3|8259,2813.27
2017-01-31,48568|2|3|8260,1021.2
2017-01-31,48568|2|3|8262,0.0
2017-01-31,48568|2|3|8264,3302.0
2017-01-31,48568|2|3|8265,2179.47
2017-01-31,48568|2|3|8267,1495.62
2017-01-31,48568|2|3|8268,2033.47
2017-01-31,48568|2|3|8271,0.0
2017-01-31,48568|2|3|8272,2318.73
2017-01-31,48568|2|3|8278,2583.06
2017-01-31,48568|2|3|8281,2813.27
2017-01-31,48568|2|3|8283,1157.2
2017-01-31,48568|2|3|8285,1896.93
2017-01-31,48568|2|3|8289,2416.11
2017-01-31,48568|2|3|8290,1261.03
2017-01-31,48568|2|3|8293,2202.85
2017-01-31,48568|2|3|8296,2285.92
2017-01-31,48568|2|3|8299,2813.27
2017-01-31,48568|2|3|8302,2813.27
2017-01-31,48568|2|3|8305,2474.99
2017-01-31,48568|2|3|8306,2813.26
2017-01-31,48568|2|3|8309,2991.15
2017-01-31,48568|2|3|8310,2913.27
2017-01-31,48568|2|3|8364,2813.27
2017-01-31,48568|2|3|8421,2179.49
2017-01-31,48568|2|3|8428,2020.1
2017-01-31,48568|2|3|8431,2315.37
2017-01-31,48568|2|3|8519,2850.77
2017-01-31,48568|2|3|8579,2439.4
2017-01-31,48568|2|3|8581,2020.1
2017-01-31,48568|2|3|9031,2801.02
2017-01-31,48568|2|3|9386,2306.07
2017-01-31,48568|2|3|9596,2076.55
2017-01-31,48568|2|3|964,2813.27
2017-01-31,48568|2|3|978,2179.47
2017-01-31,48568|2|3|9838,2813.26
2017-01-31,48568|2|3|9858,2813.27
2017-01-31,48568|2|3|9860,2762.99
2017-01-31,48568|2|3|9927,2796.39
2017-01-31,48568|2|3|9974,2813.27
2017-01-31,48568|2|3|9978,2179.49
2017-01-31,48568|2|3|9998,2813.26
2017-01-31,48568|3|3|8280,5871.78
2017-01-31,54939|0|1|18,1097.46
2017-01-31,54939|0|1|19,2450.53
2017-01-31,54939|0|1|20,2785.53
2017-01-31,54939|0|1|21,2899.43
2017-01-31,54939|0|1|22,2914.86
2017-01-31,54939|0|1|23,1059.24
2017-01-31,54939|0|1|24,3845.38
2017-01-31,54939|0|1|25,2074.32
2017-01-31,54939|0|1|31,2501.73
2017-01-31,54939|0|1|34,2026.08
2017-01-31,54939|0|1|35,2861.6
2017-01-31,54939|0|1|37,2534.65
2017-01-31,54939|0|1|38,2310.21
2017-01-31,54939|0|3|10,3083.33
2017-01-31,54939|0|3|11,2128.58
2017-01-31,54939|0|3|12,2772.16
2017-01-31,54939|0|3|29,1828.71
2017-01-31,54939|0|3|3,2363.49
2017-01-31,54939|0|3|33,2429.73
2017-01-31,54939|0|3|36,1828.17
2017-01-31,54939|0|3|39,2031.3
2017-01-31,54939|0|3|4,2052.64
2017-01-31,54939|0|3|6,2429.73
2017-01-31,54939|0|3|7,0.0
2017-01-31,54939|0|3|8,3287.5
2017-01-31,57765|0|1|10,2088.0
2017-01-31,57765|0|1|12,2246.54
2017-01-31,57765|0|1|13,2056.17
2017-01-31,57765|0|1|14,2088.0
2017-01-31,57765|0|1|15,2220.78
2017-01-31,57765|0|1|16,2185.77
2017-01-31,57765|0|1|17,1843.76
2017-01-31,57765|0|1|18,0.0
2017-01-31,57765|0|1|19,2828.59
2017-01-31,57765|0|1|20,1958.82
2017-01-31,57765|0|1|21,1958.83
2017-01-31,57765|0|1|23,1948.37
2017-01-31,57765|0|1|24,0.0
2017-01-31,57765|0|1|26,2084.15
2017-01-31,57765|0|1|3,1948.37
2017-01-31,57765|0|1|4,2137.17
2017-01-31,57765|0|1|6,2210.48
2017-01-31,57765|0|1|7,0.0
2017-01-31,57765|0|1|9,2841.09
2017-01-31,57765|0|3|22,2924.16
2017-01-31,57765|0|3|8,4918.88
2017-01-31,57765|21|3|1,0.0
2017-01-31,63115|0|1|1001,0.0
2017-01-31,63115|0|1|1002,0.0
2017-01-31,63115|0|1|1003,0.0
2017-01-31,63115|0|1|1004,0.0
2017-01-31,63115|0|1|1005,0.0
2017-01-31,63115|0|1|107,2988.24
2017-01-31,63115|0|1|116,2298.9
2017-01-31,63115|0|1|121,3188.3500000000004
2017-01-31,63115|0|1|159,2259.14
2017-01-31,63115|0|1|168,2287.3
2017-01-31,63115|0|1|175,2189.48
2017-01-31,63115|0|1|184,3145.5
2017-01-31,63115|0|1|195,2404.36
2017-01-31,63115|0|1|210,2189.48
2017-01-31,63115|0|1|212,2189.48
2017-01-31,63115|0|1|214,2349.57
2017-01-31,63115|0|1|218,2523.21
2017-01-31,63115|0|1|237,2458.28
2017-01-31,63115|0|1|250,2341.44
2017-01-31,63115|0|1|269,1094.74
2017-01-31,63115|0|1|270,1782.13
2017-01-31,63115|0|1|294,1425.72
2017-01-31,63115|0|1|295,401.08
2017-01-31,63115|0|1|301,2598.21
2017-01-31,63115|0|1|302,2590.29
2017-01-31,63115|0|1|310,2283.99
2017-01-31,63115|0|1|335,2964.46
2017-01-31,63115|0|1|345,1762.27
2017-01-31,63115|0|1|348,2434.06
2017-01-31,63115|0|1|349,2607.0
2017-01-31,63115|0|1|351,2225.35
2017-01-31,63115|0|1|388,3197.96
2017-01-31,63115|0|1|401,2173.6
2017-01-31,63115|0|1|402,2381.79
2017-01-31,63115|0|1|404,2279.02
2017-01-31,63115|0|1|408,1966.45
2017-01-31,63115|0|1|409,2279.02
2017-01-31,63115|0|1|411,2221.3
2017-01-31,63115|0|1|420,2141.74
2017-01-31,63115|0|1|422,1763.04
2017-01-31,63115|0|1|423,2569.43
2017-01-31,63115|0|1|430,2334.32
2017-01-31,63115|0|1|442,2492.06
2017-01-31,63115|0|1|445,2067.02
2017-01-31,63115|0|1|465,2488.65
2017-01-31,63115|0|1|468,1957.03
2017-01-31,63115|0|1|470,1615.03
2017-01-31,63115|0|1|472,3115.72
2017-01-31,63115|0|1|483,2066.48
2017-01-31,63115|0|1|484,2259.14
2017-01-31,63115|0|1|497,2653.48
2017-01-31,63115|0|1|505,2285.65
2017-01-31,63115|0|1|508,2189.48
2017-01-31,63115|0|1|511,2613.79
2017-01-31,63115|0|1|512,2222.9
2017-01-31,63115|0|1|516,3556.59
2017-01-31,63115|0|1|517,2920.87
2017-01-31,63115|0|1|523,2371.6200000000003
2017-01-31,63115|0|1|526,2501.16
2017-01-31,63115|0|1|527,2461.85
2017-01-31,63115|0|1|537,1343.48
2017-01-31,63115|0|1|550,2429.69
2017-01-31,63115|0|1|559,2189.48
2017-01-31,63115|0|1|560,2536.56
2017-01-31,63115|0|1|562,2615.22
2017-01-31,63115|0|1|563,2363.3
2017-01-31,63115|0|1|571,2690.92
2017-01-31,63115|0|1|575,2580.1400000000003
2017-01-31,63115|0|1|577,2157.12
2017-01-31,63115|0|1|586,2195.84
2017-01-31,63115|0|1|590,1820.3300000000002
2017-01-31,63115|0|1|591,2189.48
2017-01-31,63115|0|1|594,2521.38
2017-01-31,63115|0|1|600,2328.85
2017-01-31,63115|0|1|602,2725.92
2017-01-31,63115|0|1|604,2228.58
2017-01-31,63115|0|1|609,2225.45
2017-01-31,63115|0|1|611,2228.53
2017-01-31,63115|0|1|614,2277.05
2017-01-31,63115|0|1|622,2257.64
2017-01-31,63115|0|1|624,1247.5
2017-01-31,63115|0|1|625,2404.36
2017-01-31,63115|0|1|630,2189.48
2017-01-31,63115|0|1|632,2122.6499999999996
2017-01-31,63115|0|1|642,2241.47
2017-01-31,63115|0|1|643,2100.37
2017-01-31,63115|0|1|664,2682.5299999999997
2017-01-31,63115|0|1|665,2914.57
2017-01-31,63115|0|1|667,2189.48
2017-01-31,63115|0|1|670,2151.29
2017-01-31,63115|0|1|699,2335.28
2017-01-31,63115|0|1|700,2296.51
2017-01-31,63115|0|1|701,1438.43
2017-01-31,63115|0|1|708,2316.78
2017-01-31,63115|0|1|710,2231.77
2017-01-31,63115|0|1|712,2251.54
2017-01-31,63115|0|1|714,2322.39
2017-01-31,63115|0|1|715,2225.29
2017-01-31,63115|0|1|717,28.64
2017-01-31,63115|0|1|718,2225.3
2017-01-31,63115|0|1|721,2189.48
2017-01-31,63115|0|1|725,2189.48
2017-01-31,63115|0|1|734,3640.33
2017-01-31,63115|0|1|735,1451.17
2017-01-31,63115|0|1|751,2271.6
2017-01-31,63115|0|1|755,0.0
2017-01-31,63115|0|1|769,1782.13
2017-01-31,63115|0|1|77,2766.99
2017-01-31,63115|0|1|772,2227.67
2017-01-31,63115|0|1|776,2159.77
2017-01-31,63115|0|1|778,2265.85
2017-01-31,63115|0|1|781,2225.3
2017-01-31,63115|0|1|784,2218.83
2017-01-31,63115|0|1|785,2225.3
2017-01-31,63115|0|1|789,1693.02
2017-01-31,63115|0|1|790,1957.03
2017-01-31,63115|0|1|796,2279.02
2017-01-31,63115|0|1|797,1782.13
2017-01-31,63115|0|1|803,2183.11
2017-01-31,63115|0|1|806,2132.19
2017-01-31,63115|0|1|809,2288.37
2017-01-31,63115|0|1|832,2218.12
2017-01-31,63115|0|1|833,2227.67
2017-01-31,63115|0|1|835,2100.37
2017-01-31,63115|0|1|844,2513.17
2017-01-31,63115|0|1|846,2153.77
2017-01-31,63115|0|1|851,2305.63
2017-01-31,63115|0|1|853,1720.73
2017-01-31,63115|0|3|111,4093.18
2017-01-31,63115|0|3|230,4110.02
2017-01-31,63115|0|3|240,1541.07
2017-01-31,63115|0|3|252,2875.08
2017-01-31,63115|0|3|254,3632.11
2017-01-31,63115|0|3|259,2155.75
2017-01-31,63115|0|3|283,3452.61
2017-01-31,63115|0|3|285,4022.82
2017-01-31,63115|0|3|290,6517.5
2017-01-31,63115|0|3|293,3606.17
2017-01-31,63115|0|3|3,2854.93
2017-01-31,63115|0|3|317,3532.35
2017-01-31,63115|0|3|325,2199.22
2017-01-31,63115|0|3|331,3602.06
2017-01-31,63115|0|3|342,3608.51
2017-01-31,63115|0|3|368,2992.67
2017-01-31,63115|0|3|390,2330.37
2017-01-31,63115|0|3|391,2669.66
2017-01-31,63115|0|3|393,4350.38
2017-01-31,63115|0|3|397,3814.43
2017-01-31,63115|0|3|416,3200.56
2017-01-31,63115|0|3|431,2440.85
2017-01-31,63115|0|3|433,2733.98
2017-01-31,63115|0|3|439,2850.14
2017-01-31,63115|0|3|452,2639.67
2017-01-31,63115|0|3|467,2799.61
2017-01-31,63115|0|3|471,1962.57
2017-01-31,63115|0|3|477,3265.74
2017-01-31,63115|0|3|478,6198.34
2017-01-31,63115|0|3|481,2801.92
2017-01-31,63115|0|3|493,3456.59
2017-01-31,63115|0|3|500,2440.85
2017-01-31,63115|0|3|532,4589.22
2017-01-31,63115|0|3|534,4210.38
2017-01-31,63115|0|3|535,3848.07
2017-01-31,63115|0|3|541,3209.92
2017-01-31,63115|0|3|542,3243.29
2017-01-31,63115|0|3|545,3410.59
2017-01-31,63115|0|3|546,2343.76
2017-01-31,63115|0|3|548,3514.51
2017-01-31,63115|0|3|566,2882.0
2017-01-31,63115|0|3|567,3412.9
2017-01-31,63115|0|3|574,3527.19
2017-01-31,63115|0|3|583,5059.91
2017-01-31,63115|0|3|584,0.0
2017-01-31,63115|0|3|585,2541.92
2017-01-31,63115|0|3|60,4178.96
2017-01-31,63115|0|3|610,1973.6
2017-01-31,63115|0|3|637,2590.62
2017-01-31,63115|0|3|661,0.0
2017-01-31,63115|0|3|677,3447.52
2017-01-31,63115|0|3|679,3118.2200000000003
2017-01-31,63115|0|3|692,3266.93
2017-01-31,63115|0|3|696,2440.85
2017-01-31,63115|0|3|720,2301.3
2017-01-31,63115|0|3|723,4361.21
2017-01-31,63115|0|3|786,2289.25
2017-01-31,63115|0|3|791,6044.53
2017-01-31,63115|0|3|804,3293.73
2017-01-31,63115|0|3|810,2789.33
2017-01-31,63115|0|3|819,3760.19
2017-01-31,63115|0|3|821,4129.03
2017-01-31,63115|0|3|824,3041.53
2017-01-31,63115|0|3|829,3054.03
2017-01-31,63115|0|3|834,3078.83
2017-01-31,63115|0|3|840,2421.12
2017-01-31,63115|0|3|841,2400.0
2017-01-31,63115|0|3|845,3379.48
2017-01-31,63115|0|3|86,3170.44
2017-01-31,63115|0|3|89,2774.24
2017-01-31,63115|0|3|94,3691.26
2017-01-31,65727|0|1|1039,1724.04
2017-01-31,65727|0|1|1054,1127.72
2017-01-31,65727|0|1|1055,739.96
2017-01-31,65727|0|1|1059,130.95000000000005
2017-01-31,65727|0|1|1060,785.71
2017-01-31,65727|0|1|1063,0.0
2017-01-31,65727|0|1|1065,0.0
2017-01-31,65727|0|1|1068,0.0
2017-01-31,65727|0|1|1094,785.54
2017-01-31,65727|0|1|1101,1328.3799999999999
2017-01-31,65727|0|1|1106,2225.52
2017-01-31,65727|0|1|1107,1947.6100000000001
2017-01-31,65727|0|1|1108,1043.13
2017-01-31,65727|0|1|1117,800.11
2017-01-31,65727|0|1|1118,1835.32
2017-01-31,65727|0|1|1119,2213.48
2017-01-31,65727|0|1|112,2447.74
2017-01-31,65727|0|1|1120,2524.9
2017-01-31,65727|0|1|1161,775.88
2017-01-31,65727|0|1|1163,2094.9300000000003
2017-01-31,65727|0|1|1166,1443.29
2017-01-31,65727|0|1|1168,730.4
2017-01-31,65727|0|1|143,739.95
2017-01-31,65727|0|1|144,597.61
2017-01-31,65727|0|1|156,785.54
2017-01-31,65727|0|1|176,2554.69
2017-01-31,65727|0|1|20,1627.6899999999998
2017-01-31,65727|0|1|212,771.26
2017-01-31,65727|0|1|218,2297.0299999999997
2017-01-31,65727|0|1|219,0.0
2017-01-31,65727|0|1|226,616.88
2017-01-31,65727|0|1|229,913.51
2017-01-31,65727|0|1|230,579.6800000000001
2017-01-31,65727|0|1|231,623.3299999999999
2017-01-31,65727|0|1|232,463.9
2017-01-31,65727|0|1|233,924.19
2017-01-31,65727|0|1|235,761.15
2017-01-31,65727|0|1|237,0.0
2017-01-31,65727|0|1|354,0.0
2017-01-31,65727|0|1|403,0.0
2017-01-31,65727|0|1|420,2158.75
2017-01-31,65727|0|1|427,2158.02
2017-01-31,65727|0|1|433,1008.34
2017-01-31,65727|0|1|434,0.0
2017-01-31,65727|0|1|563,0.0
2017-01-31,65727|0|1|564,795.03
2017-01-31,65727|0|1|581,785.5400000000001
2017-01-31,65727|0|1|592,2225.19
2017-01-31,65727|0|1|641,0.0
2017-01-31,65727|0|1|654,0.0
2017-01-31,65727|0|1|669,2591.9700000000003
2017-01-31,65727|0|1|677,0.0
2017-01-31,65727|0|1|699,0.0
2017-01-31,65727|0|1|716,1901.41
2017-01-31,65727|0|1|717,2222.4100000000003
2017-01-31,65727|0|1|720,1357.1100000000001
2017-01-31,65727|0|1|747,2225.5600000000004
2017-01-31,65727|0|1|768,817.1099999999999
2017-01-31,65727|0|1|779,814.27
2017-01-31,65727|0|1|812,939.97
2017-01-31,65727|0|1|813,737.33
2017-01-31,65727|0|1|814,2353.86
2017-01-31,65727|0|1|842,0.0
2017-01-31,65727|0|1|87,2591.79
2017-01-31,65727|0|1|891,0.0
2017-01-31,65727|0|1|913,737.75
2017-01-31,65727|0|1|916,0.0
2017-01-31,65727|0|1|931,1006.8599999999999
2017-01-31,65727|0|1|932,1101.79
2017-01-31,65727|0|1|941,1806.25
2017-01-31,65727|0|1|946,2356.1499999999996
2017-01-31,65727|0|1|963,949.98
2017-01-31,65727|0|1|969,0.0
2017-01-31,65727|0|1|972,0.0
2017-01-31,65727|0|1|983,2095.85
2017-01-31,65727|0|1|997,616.28
2017-01-31,65727|0|1|999,765.25
2017-01-31,65727|0|3|10005,3438.42
2017-01-31,65727|0|3|10009,2545.27
2017-01-31,65727|0|3|10010,2895.47
2017-01-31,65727|0|3|10016,4361.09
2017-01-31,65727|0|3|10019,4715.04
2017-01-31,65727|0|3|10020,2550.43
2017-01-31,65727|0|3|1003,5582.75
2017-01-31,65727|0|3|1005,5307.67
2017-01-31,65727|0|3|1015,2985.44
2017-01-31,65727|0|3|1031,3567.05
2017-01-31,65727|0|3|1033,13415.72
2017-01-31,65727|0|3|109,3046.95
2017-01-31,65727|0|3|111,2273.6
2017-01-31,65727|0|3|114,3250.08
2017-01-31,65727|0|3|1167,11958.9
2017-01-31,65727|0|3|1169,2123.73
2017-01-31,65727|0|3|117,3899.18
2017-01-31,65727|0|3|119,2233.99
2017-01-31,65727|0|3|124,3060.07
2017-01-31,65727|0|3|125,4469.14
2017-01-31,65727|0|3|128,2371.54
2017-01-31,65727|0|3|131,2392.21
2017-01-31,65727|0|3|135,12.5
2017-01-31,65727|0|3|141,2866.37
2017-01-31,65727|0|3|146,5090.74
2017-01-31,65727|0|3|149,3189.27
2017-01-31,65727|0|3|163,40523.6
2017-01-31,65727|0|3|167,12183.5
2017-01-31,65727|0|3|173,1996.89
2017-01-31,65727|0|3|177,4075.09
2017-01-31,65727|0|3|180,4209.4
2017-01-31,65727|0|3|182,4315.37
2017-01-31,65727|0|3|188,4989.07
2017-01-31,65727|0|3|191,3516.97
2017-01-31,65727|0|3|193,5774.87
2017-01-31,65727|0|3|197,4293.22
2017-01-31,65727|0|3|199,5107.27
2017-01-31,65727|0|3|202,2612.56
2017-01-31,65727|0|3|203,3923.16
2017-01-31,65727|0|3|204,0.0
2017-01-31,65727|0|3|206,3516.84
2017-01-31,65727|0|3|207,3033.9
2017-01-31,65727|0|3|208,8187.63
2017-01-31,65727|0|3|209,4279.51
2017-01-31,65727|0|3|210,2031.9
2017-01-31,65727|0|3|213,2335.99
2017-01-31,65727|0|3|214,2339.96
2017-01-31,65727|0|3|22,5372.39
2017-01-31,65727|0|3|223,3567.27
2017-01-31,65727|0|3|224,2022.6
2017-01-31,65727|0|3|225,2707.44
2017-01-31,65727|0|3|239,2707.44
2017-01-31,65727|0|3|241,2862.0
2017-01-31,65727|0|3|242,5084.0
2017-01-31,65727|0|3|243,2489.17
2017-01-31,65727|0|3|244,2528.25
2017-01-31,65727|0|3|248,4072.7
2017-01-31,65727|0|3|27,3186.87
2017-01-31,65727|0|3|31,4098.86
2017-01-31,65727|0|3|32,3567.05
2017-01-31,65727|0|3|33,3568.62
2017-01-31,65727|0|3|4,21138.16
2017-01-31,65727|0|3|460,3590.12
2017-01-31,65727|0|3|465,4143.04
2017-01-31,65727|0|3|499,2609.1
2017-01-31,65727|0|3|50,2197.46
2017-01-31,65727|0|3|51,4782.31
2017-01-31,65727|0|3|518,5709.19
2017-01-31,65727|0|3|519,2437.56
2017-01-31,65727|0|3|537,5359.95
2017-01-31,65727|0|3|541,4361.09
2017-01-31,65727|0|3|546,9734.97
2017-01-31,65727|0|3|551,0.0
